"id","project_code","year_of_subsidy_sanct","state_name","state_code","district_name","district_code","agency","supported_by","beneficiary_name","project_address","current_status","project_cost","amount_sanct"
2532,"LKN 539","2005-06","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Rahamat Cold Storage","Vill: Karanpura, Mohammadabad, Ghazipur","Completed",0.0,45.47
2533,"LKN 538","2005-06","Uttar Pradesh","9","Kanpur Nagar","157","NHB","Through NABARD","Shree Balaji Cold Storage","Vill: Gangupur, Bilhaur, Kanpur Nagar","Completed",0.0,50.0
2534,"LKN 540","2005-06","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","Shree Krishna Cold Storage and Ice Factory","Gaddopur, Phaphamau, Allahabad","Completed",0.0,6.33
2535,"LKN 541","2005-06","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","Shyam Cold Storage","Vill: Dubhan, Salon, Raebareli","Completed",0.0,24.66
2536,"LKN 537","2005-06","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Totaram Singh Jadon Ice and Cold Storage (P) Ltd","Vill: Digner, Shamshabad Road, Agra","Completed",0.0,50.0
2537,"LKN 543","2005-06","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Laxmi Narayan Ice and Cold Storage (P) Ltd","Vill: Tehra, Iglas, Aligarh","Completed",0.0,50.0
2538,"LKN 542","2005-06","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","R.B.S. Sheetalaya","Vill: Bhagauti, Holagrah, Soraon, Allahabad","Completed",0.0,41.6
2539,"LKN 544","2005-06","Uttar Pradesh","9","Fatehpur","142","NHB","Through NABARD","Fatehpur Cold Storage","Alipur, G.T. Road, Fatehpur","Completed",0.0,38.82
2540,"LKN 545","2005-06","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Maa Bhagmani Cold Storage (P) Ltd","Vill: Kamalpur, Alawanpur, Ghazipur","Completed",0.0,31.67
2541,"LKN 546","2005-06","Uttar Pradesh","9","Hardoi","150","NHB","Through NABARD","Pragya Ice and Cold Storage (P) Ltd","Vill: Malihamau, Kanpur Road, Hardoi ","Completed",0.0,11.68
2542,"LKN 547","2005-06","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Maa Ganga Ice and Cold Storage","Vill: Sikandarpur, Bhukrawali, G.T. Road, Aligarh","Completed",0.0,22.95
2543,"LKN 548","2005-06","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","Himalaya Cold Storage and Iron Industries","Vill: Rudrapur, Malak Harhar, Phaphamau, Allahabad","Completed",0.0,22.18
2544,"LKN 549","2005-06","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","S.R. Agarwal Sheetgreh (P) Ltd","Mursan Road, Sadabad, Hathras","Completed",0.0,10.7
2545,"LKN 550","2005-06","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Sushila and Kunwar Ashok Ice and Cold Storage","Vill: Phoolpur, Devri Road, Fatehabad, Agra","Completed",0.0,14.0
2546,"LKN 551","2005-06","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Kannauj Cold Storage (P) Ltd","Vill: Samdhan, Fatehgarh Road, Kannauj","Completed",0.0,45.32
2547,"LKN 552","2005-06","Uttar Pradesh","9","Kanpur Nagar","157","NHB","Through NABARD","Siyaram Cold Storage (P) Ltd","Vill: Lalpur, Sabasu, Bilhaur, Kanpur Nagar","Completed",0.0,50.0
2548,"LKN 554","2005-06","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","Farah Ice and Cold Storage (P) Ltd","Farah, Mathura","Completed",0.0,39.74
2549,"LKN 555","2005-06","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Raghav Ice and Cold Storage (P) Ltd","Vill: Baddhar, Hathras Road, Sadabad, Hathras","Completed",0.0,24.05
2550,"LKN 553","2005-06","Uttar Pradesh","9","Mainpuri","166","NHB","Through NABARD","Shree Ram Cold Storage and Ice Factory","Vill: Uditpur Awai, Mainpuri-Kuraoli Road, Mainpuri","Completed",0.0,50.0
2551,"LKN 662","2006-07","Uttar Pradesh","9","Lucknow","162","NHB","Through NABARD","M/s Vohra Cold Storage","Gram Mulai Khera, Nat Kur, Bijnor Road, Sarojini Nagar, Lucknow","Completed",0.0,28.04
2552,"LKN 571","2006-07","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","Laxmi Cold storage and Ice Factory (P) Ltd","Vill: Korihara, Lalganj, Raebareli","Completed",0.0,8.36
2553,"LKN 557","2006-07","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","R.S. Cold Storage","Vill; Sanhu Kuwan, Jagatpur, Raebareli","Completed",0.0,30.18
2554,"LKN 556","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Ram Shakuntala Ice and Cold Storage","Vill: Bohare Ka Baas, Hathras","Completed",0.0,50.0
2555,"09UP2006000083","2006-07","Uttar Pradesh","9","Mainpuri","166","NHB","NHB","Chauhan Ice & Cold Storage Ltd.","Bewar, District Mainpuri (UP)","Completed",0.0,25.87
2556,"09UP2006000080","2006-07","Uttar Pradesh","9","Meerut","169","NHB","NHB","Kansal Cold Store & General Mills","Village - Meghrajpur, Post - Bhatipura, District Meerut (UP)","Completed",0.0,10.67
2557,"09UP2006000081","2006-07","Uttar Pradesh","9","Ayodhya","140","NHB","NHB","Laxmi Cold Storage & Allied Industries","Post Dabhasemar, District Faizabad (U.P.)","Completed",0.0,4.96
2558,"09UP2006000084","2006-07","Uttar Pradesh","9","Mainpuri","166","NHB","NHB","Pawan Ice & Cold Storage Ltd.","G.T. Road, Bewar, District Mainpuri (UP)","Completed",0.0,21.56
2559,"09UP2006000082","2006-07","Uttar Pradesh","9","Sant Kabeer Nagar","178","NHB","NHB","Sagar Cold Storage","Village -Madaiya, Khalibad, District San Kabir Nagar (UP)","Completed",0.0,8.14
2560,"LKN 558","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Jai Bholey Cold Storage (P) Ltd","Vill: Koopa, Sadabad, Hathras","Completed",0.0,41.08
2561,"LKN 559","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M.L. Kushwah Ice and Cold Storage (P) Ltd","Vill: Banjarpur, Shamshabad, Sayyan Road, Agra","Completed",0.0,50.0
2562,"LKN 560","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Narayan Ice and Cold Storage","Vill: Nandlalpur, Hathras Road, Agra","Completed",0.0,38.6
2563,"LKN 561","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Vidhya Devi Cold Storage (P) Ltd","Vill: Mauza Kursanda, Sadabad, Hathras","Completed",0.0,50.0
2564,"LKN 562","2006-07","Uttar Pradesh","9","Budaun","133","NHB","Through NABARD","Brij Kishore Vijay Kishore Gupta Cold Storage","Vill: Orchhi, Bisauli, Badaun","Completed",0.0,8.53
2565,"LKN 563","2006-07","Uttar Pradesh","9","Farrukhabad","141","NHB","Through NABARD","Gangotri Ice and Cold Storage (P) Ltd","Bewar Road, Mohammadabad, Farrukhabad","Completed",0.0,6.89
2566,"LKN 565","2006-07","Uttar Pradesh","9","Sultanpur","185","NHB","Through NABARD","Mansa Industries (P) Ltd","Vill: Durgapur, Ramganj, Sultanpur","Completed",0.0,43.57
2567,"LKN 566","2006-07","Uttar Pradesh","9","Unnao","186","NHB","Through NABARD","Murali Potato Preservation (P) Ltd","Nawabganj, Kanpur-Lucknow Road, Unnao","Completed",0.0,4.84
2568,"LKN 564","2006-07","Uttar Pradesh","9","Bareilly","130","NHB","Through NABARD","Piyush Sheetgreh (P) Ltd","Vill: Richhola Kifayatullah, Nawabganj, Bareilly","Completed",0.0,2.55
2569,"LKN 567","2006-07","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","Jamo Cold Storage (P) LTD","Vill: Jai Rampur Madariganj, Unchahar, Raebareli.","Completed",0.0,40.5
2570,"LKN 568","2006-07","Uttar Pradesh","9","Etah","138","NHB","Through NABARD","Agarwal Cold Storage and Ice Factory","Vill: Awagarh, Jalesar, Etah","Completed",0.0,41.66
2571,"LKN 569","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Maa Gayatri Sheetgreh (P) Ltd","Vill: Jagamundi, Araon Road, Sirsaganj, Firozabad","Completed",0.0,38.95
2572,"LKN 576","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Chhatrapal Rambeti Ice and Cold Storage","Vill: Dhimishree, Fatehabad, Agra","Completed",0.0,48.18
2573,"LKN 570","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Kirawali Cold Storage (P) Ltd","Bye-pass Road, Kirawali, Agra","Completed",0.0,8.77
2574,"LKN 578","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Madhusudan Ice and Cold Storage (P) Ltd","Vill: Mauza Partapur, Fatehabad, Agra","Completed",0.0,50.0
2575,"LKN 577","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Radha Raman Cold Storage","Vill: Mauza Pohia, Hathras Road, Etmadpur, Agra","Completed",0.0,50.0
2576,"LKN 572","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Sark Sheetgreh (P) Ltd","Vill: Bhawali, Sirsaganj, Firozabad","Completed",0.0,39.46
2577,"LKN 573","2006-07","Uttar Pradesh","9","Jaunpur","152","NHB","Through NABARD","Durga Cold Storage","Kutubpur, Shadaupur, Jaunpur","Completed",0.0,40.38
2578,"LKN 574","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Jai Dayal Singh Cold Storage (P) Ltd","Vill: Ubati, Bateshwar Road, Shikohabad, Firozabad","Completed",0.0,39.69
2579,"LKN 579","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Govindjee Ice and Cold Storage","Vill: Anwalkhera, Agra-Jalesar Road, Etmadpur, Agra","Completed",0.0,50.0
2580,"LKN 575","2006-07","Uttar Pradesh","9","Ballia","126","NHB","Through NABARD","Jai Maa Kali Onion Storage","Vill: Manik Chhapra, Bairia, Ballia","Completed",0.0,4.43
2581,"LKN 764","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Agarwal Fruits","Mauza Azizpur, Nagla Buddha, Jagner Road, Agra","Completed",0.0,7.6
2582,"LKN 580","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Badri Vishal Sheetgreh (P) Ltd","Vill: Kukthari, Pinahat, Agra","Completed",0.0,48.76
2583,"LKN 584","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Bajrang Sheetgreh (P) Ltd","Vill: Birra, Sasni, Hathras","Completed",0.0,46.9
2584,"LKN 586","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","J.M.K. Cold Storage","Mauza Kewal Garhi, Hathras","Completed",0.0,50.0
2585,"LKN 582","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Raghuvar Cold Storage (P) Ltd","Mauza Bazidpur, Fatehabad, Agra","Completed",0.0,50.0
2586,"LKN 585","2006-07","Uttar Pradesh","9","Hardoi","150","NHB","Through NABARD","Sandi Cold Storage (P) Ltd","Sandi, Bilgram Road, Hardoi","Completed",0.0,50.0
2587,"LKN 583","2006-07","Uttar Pradesh","9","Bareilly","130","NHB","Through NABARD","Shree Shiv Cold Storage","109, 110, Pilibhit Road, Bareilly","Completed",0.0,14.13
2588,"LKN 581","2006-07","Uttar Pradesh","9","Ballia","126","NHB","Through NABARD","Shri Ram Cold Storage and Ice Factory","Vill: Manpur Chit, Chitbaragaon, Dist: Ballia","Completed",0.0,6.83
2589,"LKN 587","2006-07","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Shri Ram Sharnam Cold Storage [Unit II]","Vill: Ratanpur, Khair, Aligarh","Completed",0.0,50.0
2590,"LKN 588","2006-07","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","Shyamraj Cold Storage and Ice Factory","C-4 to C-9, Bachhrawan Industrial Estate, Bachhrawan, Raebareli","Completed",0.0,50.0
2591,"LKN 595","2006-07","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","Garib Nawaz Cold Storage and Ice Factory","Vill: Bhagwatipur, Lalgopalganj, Allahabad","Completed",0.0,42.11
2592,"LKN 593","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Habib Cold Storage (P) Ltd","G.T. Road Bye Pass, Gursahaiganj, Kannauj","Completed",0.0,40.51
2593,"LKN 590","2006-07","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Ishita Cold Storage and Ice (P) Ltd","Vill: Deen Dayal Puram, Haveli Sadar, Dist: Ghazipur","Completed",0.0,47.76
2594,"LKN 591","2006-07","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","Maa Chandrakala Preservation (P) Ltd","Vill: Hatkoli, Baldeo, Dist: Mathura","Completed",0.0,49.7
2595,"LKN 589","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Om Shanti Ice and Cold Storage (P) Ltd","Fatehabad, Agra","Completed",0.0,50.0
2596,"LKN 594","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Sumitra Devi Ice and Cold Storage (P) Ltd","Mursan Road, Dhanoli, Sadabad, Dist: Hathras","Completed",0.0,50.0
2597,"LKN 678","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","M/s Laxmi Sheet Preservers (P) Limited","Thatia, Tirva, Kannauj","Completed",0.0,28.79
2598,"LKN 762","2006-07","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Chaudhary Rashmi Cold Storage P Ltd","Vill Lohsara, Khair Road, Aligarh","Completed",0.0,42.38
2599,"LKN 661","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","M/s R.B Ice & Cold Storage, Chapunna, Tirwa, Kannauj","Post & Village Chapunna, Tehsil Tirwa, Kannauj","Completed",0.0,40.62
2600,"LKN 592","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Alaipuriya Food and Cold Storage (P) Ltd","Vill: Bharapur, Fatehabad, Agra","Completed",0.0,50.0
2601,"LKN 598","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Baba Sheetgreh (P) Ltd","Baba Sheetgreh (P) Ltd","Completed",0.0,50.0
2602,"LKN 596","2006-07","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Harpyari Devi Cold Storage (P) Ltd","Vill: Mai, Iglas, Dist: Aligarh","Completed",0.0,50.0
2603,"LKN 599","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Satish Chand Ramesh Chand Sheetgreh (P) Ltd","Vill: Mansiya, Sadabad, Dist: Hathras","Completed",0.0,50.0
2604,"LKN 597","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Shree Chhitar Mal Sharma Cold Storage (P) Ltd","Vill: Kakrawali, Hathras Road, Mursan Road, Hathras","Completed",0.0,50.0
2605,"LKN 600","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Shri Gurukripa Sheetalaya (P) Ltd","Vill: Mauja Udaitpur, Dist: Kannauj","Completed",0.0,37.01
2606,"LKN 654","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M/s Shree Ganesh Ice & Cold Storage","Khasra No.132, Village Mauza Gadauli Khurd, Fatehabad, Devari-Idarat Road, Agra","Completed",0.0,50.0
2607,"LKN 604","2006-07","Uttar Pradesh","9","Kanpur Nagar","157","NHB","Through NABARD","Priyadarshini Cold Storage","Vill: Bakothi, Tehsil: Bilhaur, Dist: Kanpur Nagar","Completed",0.0,44.83
2608,"LKN 602","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Rehman Cold Storage","Vill: Bahadurpur Ujjaina, Makrand Nagar, Dist: Kannauj","Completed",0.0,42.51
2609,"LKN 603","2006-07","Uttar Pradesh","9","Kanpur Nagar","157","NHB","Through NABARD","Uma Shankar Katiyar Cold Storage","Vill: Merva, Araul, Tehsil: Bilhaur, Dist: Kanpur Nagar, 05122582317, 2580951","Completed",0.0,35.38
2610,"LKN 601","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Vishwanath Cold Storage","Vill: Faguha, Tirwa Kannauj Road, Dist: Kannauj","Completed",0.0,33.12
2611,"LKN 606","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","H.C. Garg Ice and Cold Storage (P) Ltd","Vill: Satoli, Etmadpur, Dist: Firozabad","Completed",0.0,3.99
2612,"LKN 607","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Jitendra Ice and Cold Storage (P) Ltd","Vill: Gopau, Kirawali, Agra","Completed",0.0,25.0
2613,"LKN 657","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","M/s Nidhi Cold Storage","Khasra No.157G & 157H, Village Sikrari, Etah Road, Tundla, District Firozabad","Completed",0.0,50.0
2614,"LKN 656","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","M/s Shri. Bhopleshwar Sheetgrah Pvt Ltd","Khasra No.157K & 157KH, Village Sikrari, Etah Road, Tundla, District Firozabad","Completed",0.0,38.39
2615,"LKN 665","2006-07","Uttar Pradesh","9","Bijnor","132","NHB","Through NABARD","M/s Aman Cold Storage","Kiratpur, Bijnor","Completed",0.0,28.25
2616,"LKN 608","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Moon Sheetalaya (P) Ltd","V - Indumai, Makkhanpur, Dist: Firozabad","Completed",0.0,49.44
2617,"LKN 609","2006-07","Uttar Pradesh","9","Bahraich","125","NHB","Through NABARD","R.K. Cold Storage and Allied Industries","Sheo Nagar, Gonda Road, Bahraich","Completed",0.0,17.79
2618,"LKN 611","2006-07","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Shree Visharadji Cold Storage","Mauza Bisunpura (Raghubarganj), Mahmoodabad, Dist: Ghazipur","Completed",0.0,45.16
2619,"LKN 610","2006-07","Uttar Pradesh","9","Gorakhpur","148","NHB","Through NABARD","Vijay Bahadur Cold Storage","Plot: BL 2B and 3, Sector 13, G.I.D.A., Gorakhpur","Completed",0.0,34.61
2620,"LKN 612","2006-07","Uttar Pradesh","9","Ballia","126","NHB","Through NABARD","Anand Onion Storage","Vill: Basawaria, Dhanawati, Tehsil: Bansdih, Dist: Ballia","Completed",0.0,1.66
2621,"LKN 658","2006-07","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Purvanchal Cold Storage","Village Safapur, Post Tandwan, Tehsil Mohammadabad, Ghazipur","Completed",0.0,40.21
2622,"LKN 613","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Kushwaha Sheetgreh (P) Ltd","Vill: Vas Mahua, Patti Bhanpura, Shamshabad, Agra","Completed",0.0,50.0
2623,"LKN 614","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Bombay Cold Storage (P) Ltd","Mauza Ramnagar, Etmadpur, Agra","Completed",0.0,50.0
2624,"LKN 615","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Ujala Cold Storage","Pili Pokhar, Poiya Chauraha, Hathras Road, Agra","Completed",0.0,50.0
2625,"LKN 744","2006-07","Uttar Pradesh","9","Shahjahanpur","180","NHB","Through NABARD","RM Cold Storage Pvt Ltd. ( Unit II)","Miranpur Katra, Shahjahanpur","Completed",0.0,23.08
2626,"LKN 616","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Radhey Radhey Sheetgreh (P) Ltd","Vill: Baragaon, Shamshabad, Dist: Agra","Completed",0.0,50.0
2627,"LKN 683","2006-07","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","M/s Annapurna Sheetalaya P Ltd","Vill: & Post Bhagautipur","Completed",0.0,46.15
2628,"LKN 617","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Master Jaswant Ice and Cold Storage (P) Ltd","Mursan - Sadabad Road, Mursan, Dist: Hathras","Completed",0.0,50.0
2629,"LKN 619","2006-07","Uttar Pradesh","9","Unnao","186","NHB","Through NABARD","Chandralok Sheetalaya (P) Ltd","Vill: Jagatpur, Bangarmau, Dist: Unnao","Completed",0.0,20.72
2630,"LKN 618","2006-07","Uttar Pradesh","9","Pratapgarh","174","NHB","Through NABARD","Jai Ambay Cold Storage","Vill: Lakhahara, Sangipur, Dist: Pratapgarh","Completed",0.0,38.0
2631,"LKN 621","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Dakshkanya Cold Storage (P) Ltd","Vill: Gopalpura, Bhadarauli, Bah, Dist: Agra","Completed",0.0,50.0
2632,"LKN 622","2006-07","Uttar Pradesh","9","Budaun","133","NHB","Through NABARD","Shyam Cold Storage (P) Ltd","Shyam Nagar, Badaun","Completed",0.0,8.46
2633,"LKN 620","2006-07","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Soniji Ice and Cold Storage","Vill: Manpur Khurd, Khair, Dist: Aligarh","Completed",0.0,47.95
2634,"LKN 747","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Hindustan Cold Storage","Sartop, Jalalpur Panwara, Kannauj","Completed",0.0,3.03
2635,"LKN 623","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Pahlawat Ice and Cold Storage (P) Ltd","Vill: Kota, Hathras - Dauji Road, Dist: Hathras","Completed",0.0,50.0
2636,"LKN 624","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M.L.D.C. Ice and Cold Storage","Vill: Nagla Udaiya, Kheragarh, Dist: Agra","Completed",0.0,45.14
2637,"LKN 626","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Aman Cold Storage (P) Ltd, SPECIAL CASE","Mainpuri Road, Shikohabad, Dist: Firozabad","Completed",0.0,44.93
2638,"LKN 625","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Ramnath Singh Sheetgreh (P) Ltd","Vill: Kabirpur, Sirsaganj, Dist: Firozabad","Completed",0.0,43.54
2639,"LKN 679","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","M/s RL Sharma Cold Storage (P) Ltd","Jalesar Road","Completed",0.0,50.0
2640,"LKN 680","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M/s Tanguria Cold Storage (P) Ltd","Vill: Kutakpur Rohai","Completed",0.0,50.0
2641,"LKN 745","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Asha Cold Storage","Village: Kishuapur, Post: Jasoda, Kannauj","Completed",0.0,34.43
2642,"LKN 629","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","B.D.S. Cold Storage (P) Ltd","Vill: Sarai Lukman, Sirsaganj, Dist: Firozabad","Completed",0.0,43.83
2643,"LKN 636","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","B.S.A. Cold Storage (P) Ltd","Vill: Indergarh, Sirsaganj, Dist: Firozabad","Completed",0.0,46.24
2644,"LKN 630","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Jay Bholenath Cold Storage (P) Ltd","Vill: Rudhawali, Etawah Road, Sirsaganj, Dist: Firozabad","Completed",0.0,45.27
2645,"LKN 655","2006-07","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","M/s Shri Krishna Cold Storage & Allied Industries Unit II","Village Bijahari, Sasni, District Hathras","Completed",0.0,25.04
2646,"LKN 628","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Maa Bhagwati Sheetgreh (P) Ltd","Vill: Dakhinara, Shikohabad, Dist: Firozabad","Completed",0.0,45.92
2647,"LKN 635","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","R.P. Sheetgreh (P) Ltd","Vill: Sarai Lukman, Sirsaganj, Dist: Firozabad","Completed",0.0,41.89
2648,"LKN 640","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","S.D. Sheetgreh (P) Ltd","Vill: Rudhemai, Etawah Road, Sirsaganj, Dist: Firozabad","Completed",0.0,45.05
2649,"LKN 627","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Sanjay Sheetgreh and Chilling plant (P) Ltd","Mauza Karondhna, Fatehabad, Dist: Agra","Completed",0.0,50.0
2650,"LKN 634","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Sarojani Cold Storage","Vill: Sarotop, Govardhani Tiraha, G.T. Road, Dist: Kannauj","Completed",0.0,46.12
2651,"LKN 638","2006-07","Uttar Pradesh","9","Kaushambi","158","NHB","Through NABARD","Shiv Sagar Cold Storage","Sirathu, Dist: Kaushambi","Completed",0.0,40.81
2652,"LKN 632","2006-07","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shree Giriraj Sheetgreh (P) Ltd","Vill: Digner, Shamshabad Road, Dist: Agra","Completed",0.0,35.0
2653,"LKN 633","2006-07","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Shree Jagdamba Ice and Cold Storage (Unit II)","Vill: Sahara, Iglas, Dist: Aligarh","Completed",0.0,50.0
2654,"LKN 637","2006-07","Uttar Pradesh","9","Azamgarh","123","NHB","Through NABARD","Shree Sai Pyaz Bhandaran Kendra","Vill: Barhi, Barhalganj, Dist: Azamgarh","Completed",0.0,0.95
2655,"LKN 631","2006-07","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Shri Narain Cold Storage","Vill: Manimau, G.T. Road, Dist: Kannauj","Completed",0.0,40.81
2656,"LKN 639","2006-07","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Shri Sileti Singh Cold Storage (P) Ltd","Vill: Dakhinara, Shikohabad, Dist: Firozabad","Completed",0.0,44.7
2657,"LKN 660","2006-07","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","M/s Mansuri Cold Storage & Ice Factory","Village : Samahi, Nawabganj, Tehsil : Soraon, Allahabad","Completed",0.0,50.0
2658,"LKN 674","2006-07","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Swatantra Cold Storage (P) Ltd","Vill: Hansrajpur, Ghazipur","Completed",0.0,27.73
2659,"LKN 673","2006-07","Uttar Pradesh","9","Hardoi","150","NHB","Through NABARD","Balaji Cold Storage Unit-2","Hardoi - Sahabad Road, Hardoi","Completed",0.0,48.32
2660,"LKN 659","2006-07","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","M/s Awadh Cold Storage & Ice Plant","Nasirpur(Near Chaukia More), Ghazipur","Completed",0.0,49.66
2661,"LKN 641","2007-08","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Awasthi Cold Storage (P) Ltd","Vill: Kirpalpur, Thathia, Dist: Kannauj","Completed",0.0,50.0
2662,"LKN 706","2007-08","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Jagdamba Cold Storage","Vill: Birno Ghazipur","Completed",0.0,47.58
2663,"LKN 746","2007-08","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Kripa Shanker Devendra Kumar Cold Storage (P) Ltd","Tirwa Road, Kannauj","Completed",0.0,50.0
2664,"LKN 652","2007-08","Uttar Pradesh","9","Moradabad","171","NHB","Through NABARD","M/s Janta Cold Storage & Ice Factory","Adampur Road, Sambhal, District Moradabad","Completed",0.0,50.0
2665,"LKN 677","2007-08","Uttar Pradesh","9","Moradabad","171","NHB","Through NABARD","M/s Krishna Cold Storage & Allied Industries","Village Khirni, Mohiuddinpur, Sambhal Adampur Road, Tehsil Sambhal, Moradabad","Completed",0.0,49.32
