id,project_code,year_of_subsidy_sanct,state_name,state_code,district_name,district_code,agency,supported_by,beneficiary_name,project_address,current_status,project_cost,amount_sanct,sanction_year,subsidy_ratio,project_size_category
3535,8/16-EMC/ GJ-195,2011-12,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Patel Vijaybhai Ambalal,"S. No. 179/A, At: Chandrala Tal & Dist: Gandhinagar",Completed,15.12,6.0,2011,0.39682539682539686,Small (<₹1 Cr)
3536,17/13-EMC/ GJ-66,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s Perfect Cold Storage,"Village Talgajarda, Ta. Mahuva",Completed,340.02,114.0,2011,0.33527439562378686,Medium (₹1-5 Cr)
3537,21/13-EMC/ GJ-70,2011-12,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Pioneer Foodâ€™s,Taluka Mansa,Completed,400.0,85.24,2011,0.21309999999999998,Medium (₹1-5 Cr)
3538,6/16-EMC/ GJ-234,2011-12,Gujarat,24,Ahmadabad,438,NHM/HMNEH,,M/s Prime Customer Service Ltd.,"At: Ahmedabad, Dist Ahmedabad",Completed,269.24,47.88,2011,0.177833902837617,Medium (₹1-5 Cr)
3539,10/3 EMC/ MIDH /GJ-155,2011-12,Gujarat,24,Junagadh,448,NHM/HMNEH,,M/s R. K. Cold storage with Ripening chamber,Village: Keshod,Completed,226.38,79.23,2011,0.34998674794593165,Medium (₹1-5 Cr)
3540,18/13-EMC/ GJ-67,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s R.Zeeya Investment,"Village Bhadrod, Ta. Mahuva",Completed,340.0,108.0,2011,0.3176470588235294,Medium (₹1-5 Cr)
3541,22/15-EMC/ GJ-232,2011-12,Gujarat,24,Anand,440,NHM/HMNEH,,M/s Rabari Laljibhai Vihabhai.,"At & Po. Verakhadi, Tal. & Dist: Anand",Completed,201.0,34.0,2011,0.1691542288557214,Medium (₹1-5 Cr)
3542,31/13-EMC/ GJ-225,2011-12,Gujarat,24,Valsad,462,NHM/HMNEH,,"M/S Ramsukh Ramatan Saroj Valsad, Gujarat","Silvasa RoadPost Dhungra Tal. Pardi, Distt. Valsad, Gujarat",Completed,6.51,2.6,2011,0.39938556067588327,Small (<₹1 Cr)
3543,21/14-EMC/ GJ-231,2011-12,Gujarat,24,Vadodara,461,NHM/HMNEH,,M/s Shailendrasinh Chavda,"At Sayajipur, N.H-8 Vadodara Dist: Vadodara",Completed,120.0,40.0,2011,0.3333333333333333,Medium (₹1-5 Cr)
3544,14/13-EMC/ GJ-63,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s Sheetal Cold Storage,"Village Taveda, Ta. Mahuva",Completed,324.97,109.44,2011,0.336769547958273,Medium (₹1-5 Cr)
3545,23/13-EMC/ GJ-72,2011-12,Gujarat,24,Anand,440,NHM/HMNEH,,M/s Shree Laxmi Cold Storage,"Kantharia 388 307, Ankalav",Completed,164.2,38.55,2011,0.23477466504263095,Medium (₹1-5 Cr)
3546,24/13-EMC/ GJ-73,2011-12,Gujarat,24,Anand,440,NHM/HMNEH,,M/s Shree Satkaival Ice & Cold Storage,"At Sarsa, Tal Anand",Completed,49.85,12.46,2011,0.24994984954864594,Small (<₹1 Cr)
3547,13/12-EMC/ GJ-61,2011-12,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Shri Krishna Cold Storage,S. No. 8A Sampa Tal Dehgam,Completed,210.0,82.6,2011,0.3933333333333333,Medium (₹1-5 Cr)
3548,19/13-EMC/ GJ-68,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s Sitaram Cold Storage,Village Neswad Ta. Mahuva,Completed,329.55,114.0,2011,0.34592626308602636,Medium (₹1-5 Cr)
3549,23/15-EMC/ GJ-233,2011-12,Gujarat,24,Kachchh,449,NHM/HMNEH,,M/s Siya Foods & Agro Processors,"At: Madhapar, Taluka: Bhuj, Dist: Kutch",Completed,53.5,9.6,2011,0.17943925233644858,Small (<₹1 Cr)
3550,34/13-EMC/ GJ-228,2011-12,Gujarat,24,Vadodara,461,NHM/HMNEH,,M/s Sureshbhai Naranbhai Patel,"Vill. Makani, Tal.Sankheda, distt Vadodara",Completed,53.0,7.68,2011,0.1449056603773585,Small (<₹1 Cr)
3551,12/1 EMC/ MIDH /GJ-131,2011-12,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/S Tirupati Balaji Agri Foods,"R. S. No. 143 At Ranasan, TA. Deesa, Gujarat",Completed,1155.76,120.0,2011,0.10382778431508272,Very Large (₹10-50 Cr)
3552,15/13-EMC/ GJ-64,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s Triputil Cold Storage,Ta. Mahuva,Completed,343.92,114.0,2011,0.3314724354501047,Medium (₹1-5 Cr)
3553,8/2 EMC/ MIDH /GJ-138,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,Maharaja Cold Storage,Village Mahuva,Completed,428.56,117.79,2011,0.2748506626843383,Medium (₹1-5 Cr)
3554,6/3 EMC/ MIDH /GJ-151,2011-12,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,Panchvati Cold Storage,"Panol, Vijaynager Road, Ta: Idar",Completed,611.6,140.0,2011,0.22890778286461738,Large (₹5-10 Cr)
3555,10/2 EMC/ MIDH /GJ-140,2011-12,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,Real Cold Storage,"S. No. 133, Opp. Vaktapur Jain Tample, Vaktapur, Himmatnagar",Completed,679.11,120.0,2011,0.17670185978707426,Large (₹5-10 Cr)
3556,18/2 EMC/ MIDH /GJ-148,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,Reliable Cold Storage,"4, Mahendi Baug Society, Bhadrod",Completed,430.92,120.0,2011,0.278473962684489,Medium (₹1-5 Cr)
3557,9/3 EMC/ MIDH /GJ-154,2011-12,Gujarat,24,Arvalli,672,NHM/HMNEH,,Ronak Agro Foods,"Bhesavada, Ta: Dhansura",Completed,994.87,143.5,2011,0.14423995094836511,Large (₹5-10 Cr)
3558,17/2 EMC/ MIDH /GJ-147,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,Shakti Cold Storage,Village Haripara,Completed,428.69,120.0,2011,0.2799225547598498,Medium (₹1-5 Cr)
3559,12/2 EMC/ MIDH /GJ-142,2011-12,Gujarat,24,Junagadh,448,NHM/HMNEH,,Shiv Shakti Cold Storage,Village Jalansar,Completed,677.72,120.0,2011,0.17706427433158237,Large (₹5-10 Cr)
3560,20/13-EMC/ GJ-69,2011-12,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,Shree Gurukrapa Cold Storage,"At- Vasada, Ta. Deesa",Completed,478.52,114.0,2011,0.23823455654936054,Medium (₹1-5 Cr)
3561,11/2 EMC/ MIDH /GJ-141,2011-12,Gujarat,24,Tapi,641,NHM/HMNEH,,Shree Salasar Balaji Cold Storage,"Sonarpada, Tal. Songadh",Completed,539.83,192.22,2011,0.3560750606672471,Large (₹5-10 Cr)
3562,16/2 EMC/ MIDH /GJ-146,2011-12,Gujarat,24,Rajkot,457,NHM/HMNEH,,Shri Vraj Cold Storage,Village Jamvadi,Completed,482.65,72.52,2011,0.150253807106599,Medium (₹1-5 Cr)
3563,11/1 EMC/ MIDH /GJ-130,2011-12,Gujarat,24,Surat,459,NHM/HMNEH,,Surat Agro Cold Storage,"Village: Antroli, Ta. Palsana",Completed,150.0,47.0,2011,0.31333333333333335,Medium (₹1-5 Cr)
3564,14/2 EMC/ MIDH /GJ-144,2011-12,Gujarat,24,Arvalli,672,NHM/HMNEH,,Tulsi Cold Storage,Village Ramos,Completed,613.7,120.0,2011,0.19553527782304056,Large (₹5-10 Cr)
3565,13/2 EMC/ MIDH /GJ-143,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,Universal Cold Storage,Village Bhanvad,Completed,431.8,120.0,2011,0.2779064381658175,Medium (₹1-5 Cr)
3566,7/2 EMC/ MIDH /GJ-137,2011-12,Gujarat,24,Rajkot,457,NHM/HMNEH,,Vaibhav Cold Storage,Village Vegdi,Completed,492.0,89.81,2011,0.18254065040650408,Medium (₹1-5 Cr)
3567,15/2 EMC/ MIDH /GJ-145,2011-12,Gujarat,24,Rajkot,457,NHM/HMNEH,,Vedmata Cold Storage,Village Lodhika,Completed,303.91,50.69,2011,0.16679280050014805,Medium (₹1-5 Cr)
3568,20/2 EMC/ MIDH /GJ-149,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,Vimal Agro Fresh Cold storage,"P. No. 93, S. No. 125/P, GIDC, Mahuva",Completed,415.69,24.56,2011,0.05908248935504823,Medium (₹1-5 Cr)
3569,9/2 EMC/ MIDH /GJ-139,2011-12,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,Yogeshawer Cold Storage,"Village Taveda, Mahuva",Completed,436.23,134.55,2011,0.308438209201568,Medium (₹1-5 Cr)
3570,18/3 EMC/ MIDH /GJ-163,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,B M Cold Storage,"Juna Deesa, Ta: Deesa",Completed,598.5,135.89,2012,0.22705096073517123,Large (₹5-10 Cr)
3571,21/3 EMC/ MIDH /GJ-166,2012-13,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,Brahmani Cold Storage,"At & Po: Chandrala, Ta : Gandhinagar",Completed,455.72,93.94,2012,0.20613534626525057,Medium (₹1-5 Cr)
3572,19/3 EMC/ MIDH /GJ-164,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,Gangotri Cold Storage,"Bhakhar Moti, Ta: Dantiwada",Completed,603.5,135.89,2012,0.22516984258492126,Large (₹5-10 Cr)
3573,20/3 EMC/ MIDH /GJ-165,2012-13,Gujarat,24,Arvalli,672,NHM/HMNEH,,Jay Gurudev Agro Products,"Vadagam, Ta: Dhansurar",Completed,563.0,127.26,2012,0.22603907637655418,Large (₹5-10 Cr)
3574,13/3 EMC/ MIDH /GJ-158,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,Jay Parvati Cold Storage,"Kumpat, Ta: Deesa",Completed,575.3,140.0,2012,0.243351294976534,Large (₹5-10 Cr)
3575,12/3 EMC/ MIDH /GJ-157,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,Kailash Cold Storage,"Rampura, Ta: Deesa",Completed,580.93,140.0,2012,0.24099289070972407,Large (₹5-10 Cr)
3576,18/4 EMC/ MIDH /GJ-170,2012-13,Gujarat,24,Rajkot,457,NHM/HMNEH,,M/s ATOP Food Products Pvt. Ltd.,"Morbi Rajkot Highway, Ta: Tankara",Completed,577.0,143.5,2012,0.24870017331022531,Large (₹5-10 Cr)
3577,16/4 EMC/ MIDH /GJ-168,2012-13,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s Balaji Cold Storage,"Village: Nesvad, Ta:Mahuva",Completed,432.0,129.85,2012,0.3005787037037037,Medium (₹1-5 Cr)
3578,15/17-EMC/ GJ-236,2012-13,Gujarat,24,Surat,459,NHM/HMNEH,,M/s Hygienic Agri Fruit Processors,"Block No. 32, At & Post: Dhoran Pardi, National Highway No. 8, Ta: Kamrej, Dist: Surat",Completed,66.89,18.0,2012,0.2690985199581402,Small (<₹1 Cr)
3579,17/4 EMC/ MIDH /GJ-169,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Jay Jalaram Cold Storage,At: Ranpur Ta. Deesa,Completed,607.67,136.29,2012,0.22428291671466422,Large (₹5-10 Cr)
3580,23/4 EMC/ MIDH /GJ-175,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Maa Ambe Cold Storage,"Dhanera Road, Ta: Deesa",Completed,662.56,140.0,2012,0.21130161796667474,Large (₹5-10 Cr)
3581,19/4 EMC/ MIDH /GJ-171,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Mahadev Cold Storage,Ta. Deesa,Completed,386.2,97.59,2012,0.25269290523045057,Medium (₹1-5 Cr)
3582,20/4 EMC/ MIDH /GJ-172,2012-13,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Maruti Cold Storage,"Nr. Gam SamajVadi, MehsanaVijapur Highway, At:Vihar, Ta:Mansa",Completed,565.6,134.43,2012,0.23767680339462519,Large (₹5-10 Cr)
3583,21/4 EMC/ MIDH /GJ-173,2012-13,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Shivkrupa Cold Storage,"At: Sampa, Ta: Dehgam",Completed,889.54,143.5,2012,0.16131933358814668,Large (₹5-10 Cr)
3584,17/3 EMC/ MIDH /GJ-162,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Shree Ji Cold Storage,"Juna Deesa, Ta: Deesa",Completed,597.6,135.89,2012,0.22739290495314587,Large (₹5-10 Cr)
3585,10/19-EMC/ GJ-238,2012-13,Gujarat,24,Anand,440,NHM/HMNEH,,M/s V & G Banana Ripening Chamber,"At & Tal â€“ Aankalav, District- Anand",Completed,161.57,44.8,2012,0.2772791978708919,Medium (₹1-5 Cr)
3586,22/4 EMC/ MIDH /GJ-174,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Vasudev Cold Storage,"Malgadh, Ta:Deesa",Completed,585.3,139.38,2012,0.23813429010763712,Large (₹5-10 Cr)
3587,16/3 EMC/ MIDH /GJ-161,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,Mahavir Cold Storage,"Vadaval, Ta: Deesa",Completed,603.5,135.89,2012,0.22516984258492126,Large (₹5-10 Cr)
3588,15/3 EMC/ MIDH /GJ-160,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,Mangaldeep Cold Storage,"Bhakhar Moti, Ta: Dantiwada",Completed,586.21,140.0,2012,0.23882226505859674,Large (₹5-10 Cr)
3589,14/3 EMC/ MIDH /GJ-159,2012-13,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,N. P. Cold Storage,"Kant, Ta: Deesa",Completed,611.6,140.0,2012,0.22890778286461738,Large (₹5-10 Cr)
3590,22/3 EMC/ MIDH /GJ-167,2012-13,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,Parasmani Cold Storage,At: Village: Ta. Dehgam,Completed,414.78,132.94,2012,0.32050725685905784,Medium (₹1-5 Cr)
3591,14/17-EMC/ GJ-235,2012-13,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,The Upper India Couper Paper Mills Co. Pvt. Ltd.,"Plot No. 349, At: Vavol, Dist: Gandhinagar",Completed,336.83,20.0,2012,0.059377133865748305,Medium (₹1-5 Cr)
3592,37/4 EMC/ MIDH /GJ-188,2013-14,Gujarat,24,Rajkot,457,NHM/HMNEH,,Dolphin Cold Storage,"At. Bhojpura, R. S. No. 24/1/p6/p1, Ta.:Gondal",Completed,487.0,72.0,2013,0.14784394250513347,Medium (₹1-5 Cr)
3593,26/4 EMC/ MIDH /GJ-178,2013-14,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,M/s Ashapuri Cold Storage,"At: Ramos, Taluka:- Dhansura",Completed,769.41,142.76,2013,0.1855447680690399,Large (₹5-10 Cr)
3594,31/4 EMC/ MIDH /GJ-183,2013-14,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,M/s Astha Cold storage,"At Jalotra, PalanpurAmbaji Highway, Ta. Vadgam",Completed,656.87,142.45,2013,0.2168617839146254,Large (₹5-10 Cr)
3595,25/4 EMC/ MIDH /GJ-177,2013-14,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s CR Cold Storage,"Village:Bhadra, Ta:- Mahuva",Completed,441.0,129.66,2013,0.29401360544217686,Medium (₹1-5 Cr)
3596,44/24-EMC/ GJ-198,2013-14,Gujarat,24,Mahesana,451,NHM/HMNEH,,M/s Dineshchandra Mafatlal Shah,"At. Aithor, Dist. Mahesana",Completed,28.34,9.57,2013,0.3376852505292872,Small (<₹1 Cr)
3597,39/24-EMC/ GJ-242,2013-14,Gujarat,24,Vadodara,461,NHM/HMNEH,,M/s Durga Kela suppliers,"C/13/61, opp. BIDC, Krishna Industrial Estate, Gorwa, Dist. Vadodara",Completed,55.0,15.5,2013,0.2818181818181818,Small (<₹1 Cr)
3598,16/23-EMC/ GJ-240,2013-14,Gujarat,24,Narmada,452,NHM/HMNEH,,M/s Hari Om Fruit Ripening Center,"No. 124 G.I.D.C.â€“Rajpipla, Tal. Nandod, Dist. Narmada",Completed,115.0,38.22,2013,0.3323478260869565,Medium (₹1-5 Cr)
3599,18/23-EMC/ GJ-258,2013-14,Gujarat,24,Kachchh,449,NHM/HMNEH,,M/s Harishbhai Morarjibhai Thakkar,"Village-Vavdi, Teh- BhujDist: Kutch Gujarat",Completed,33.68,9.6,2013,0.2850356294536817,Small (<₹1 Cr)
3600,17/23-EMC/ GJ-257,2013-14,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s Jembhai Hipabhai Gohil,"Village-Virpur, Teh- PalitanaDist: Bhavnagar Gujarat",Completed,20.96,8.38,2013,0.3998091603053435,Small (<₹1 Cr)
3601,16/17-EMC/ GJ-237,2013-14,Gujarat,24,Bhavnagar,443,NHM/HMNEH,,M/s K. J. Trading Co.,"A-86, APMC Marketing Yard Chitra, Bhavnagar",Completed,27.9,7.36,2013,0.2637992831541219,Small (<₹1 Cr)
3602,34/4 EMC/ MIDH /GJ-186,2013-14,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Kalp Cold storage,"Village: Sampa, Ta: Dehgam",Completed,201.0,64.11,2013,0.318955223880597,Medium (₹1-5 Cr)
3603,32/4 EMC/ MIDH /GJ-184,2013-14,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,M/s Kedar Cold storage,"At Nagana, Ta. Vadgam",Completed,621.72,135.39,2013,0.21776684037830532,Large (₹5-10 Cr)
3604,35/4 EMC/ MIDH /GJ-187,2013-14,Gujarat,24,Mahesana,451,NHM/HMNEH,,M/s Madhuban Agri Storage Pvt. Ltd.,"At: Balisan, Taluka Mehsana ",Completed,2475.01,221.6,2013,0.08953499177781099,Very Large (₹10-50 Cr)
3605,30/4 EMC/ MIDH /GJ-182,2013-14,Gujarat,24,Rajkot,457,NHM/HMNEH,,M/s Maharaja Agricold Pvt.Ltd,"At: Bharudi Village, Taluka:-Gondalr",Completed,618.39,135.64,2013,0.21934377981532688,Large (₹5-10 Cr)
3606,29/4 EMC/ MIDH /GJ-181,2013-14,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Nilkanth Cold Storage,"At: Kadjodra Village, Taluka:-Dehgam",Completed,498.22,132.18,2013,0.26530448396290796,Medium (₹1-5 Cr)
3607,45/24-EMC/ GJ-199,2013-14,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,M/s Parmar Bharatbhai Viththalbhai,"Pahadiya (Meghraj), Ta. Meghraj, Dist. Sabarkantha",Completed,30.0,5.3,2013,0.17666666666666667,Small (<₹1 Cr)
3608,15/23-EMC/ GJ-239,2013-14,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Rajkamal Cold Storage,"Near Sarvoday PTC Collage, Kant Road, Teh- DeesaDist: Banaskantha",Completed,281.21,91.0,2013,0.3236015788912201,Medium (₹1-5 Cr)
3609,43/24-EMC/ GJ-246,2013-14,Gujarat,24,Anand,440,NHM/HMNEH,,M/s Rakesh Prabhudas Patel,"Vil. Sarsa, Ta. Anand, Dist. Anand",Completed,78.0,25.29,2013,0.3242307692307692,Small (<₹1 Cr)
3610,7/22-EMC/ GJ-197,2013-14,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s SandipbhaiVasantbhai Patel,"At Chandrala, Ta. & District: Gandhinagar",Completed,15.12,6.0,2013,0.39682539682539686,Small (<₹1 Cr)
3611,18/21-EMC/ GJ-196,2013-14,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Shaileshbhai N. Patel,"Chandrala, Ta. & Dist. Gandhinagar",Completed,15.12,6.0,2013,0.39682539682539686,Small (<₹1 Cr)
3612,24/4 EMC/ MIDH /GJ-176,2013-14,Gujarat,24,Sabar Kantha,458,NHM/HMNEH,,M/s SKM Cold Chain & Logistics,"Village: Rupal, Ta:- Himatnager",Completed,742.39,140.0,2013,0.18858012634868465,Large (₹5-10 Cr)
3613,41/24-EMC/ GJ-244,2013-14,Gujarat,24,Valsad,462,NHM/HMNEH,,M/s SQ Sqeezers Pvt. Ltd.,"Block No. 230/2, Umargam, GIDC, Dist. Valsad",Completed,116.51,30.0,2013,0.25748862758561497,Medium (₹1-5 Cr)
3614,38/24-EMC/ GJ-241,2013-14,Gujarat,24,Surendranagar,460,NHM/HMNEH,,M/s Sunshine cold storage,"Plot -9, Shreeji Industrial estate, Halwad, Dist. Surendranagar",Completed,89.36,20.0,2013,0.22381378692927484,Small (<₹1 Cr)
3615,28/4 EMC/ MIDH /GJ-180,2013-14,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Swagat Cold Storage,"Kadjodaradhegam bayed road , At: Kadjodara, Ta: Dehgam",Completed,498.0,93.0,2013,0.18674698795180722,Medium (₹1-5 Cr)
3616,27/4 EMC/ MIDH /GJ-179,2013-14,Gujarat,24,Kachchh,449,NHM/HMNEH,,M/s Tahim cold Storage,"Village: Durgapur, Taluka:- Mandvi",Completed,280.0,46.86,2013,0.16735714285714284,Medium (₹1-5 Cr)
3617,33/4 EMC/ MIDH /GJ-185,2013-14,Gujarat,24,Gandhinagar,446,NHM/HMNEH,,M/s Umiya Cold storage,At Chandrala,Completed,399.46,98.0,2013,0.24533119711610676,Medium (₹1-5 Cr)
3618,42/24-EMC/ GJ-245,2013-14,Gujarat,24,Navsari,453,NHM/HMNEH,,M/s Vinodbhai Ramdaras Chaudhary,"P. no. 1/F, At.Po. Hanumanbari, Vasda, Dist. Navsari",Completed,31.16,9.07,2013,0.29107830551989733,Small (<₹1 Cr)
3619,40/24-EMC/ GJ-243,2013-14,Gujarat,24,Rajkot,457,NHM/HMNEH,,M/s. Kedar vegetable ripening,"Plot no. 13, Sadguru Industrial Estate, Opp. Samay clock, Rajkot Highway, At. Lajai, Ta. Tankara, Dist. Rajkot",Completed,82.5,21.96,2013,0.2661818181818182,Small (<₹1 Cr)
3620,46/24-EMC/ GJ-259,2013-14,Gujarat,24,Vadodara,461,NHM/HMNEH,,"The Limzer Vibhag Fruit and Vegetable growers, Purchage and Sales Co-operative Mandali Ltd","At. Limzer, Ta. Vasda, Dist.",Completed,18.67,10.26,2013,0.5495447241564005,Small (<₹1 Cr)
3621,6/2 EMC/ MIDH /GJ-201,2014-15,Gujarat,24,Rajkot,457,NHM/HMNEH,,M/s GRV Agro Product Cold Storage,"Village Govindratna Bun glows, Shop No. 102, 150ft Ring Road, Near Nana Mauva Circle, Rajkot",Completed,8.4,2.93,2014,0.3488095238095238,Small (<₹1 Cr)
3622,6/2 EMC/ MIDH /GJ-260,2014-15,Gujarat,24,Rajkot,457,NHM/HMNEH,,M/s GRV Agro Product Cold Storage,"Village Govindratna Bun glows, Shop No. 102, 150ft Ring Road, Near Nana Mauva Circle, Rajkot",Completed,30.0,10.5,2014,0.35,Small (<₹1 Cr)
3623,40/4 EMC/ MIDH /GJ-261,2014-15,Gujarat,24,Navsari,453,NHM/HMNEH,,M/s Ishwerbhai Nathubhaipatel,"At: Khergam, Ta: KhergamDist: Navsari",Completed,26.0,8.88,2014,0.34153846153846157,Small (<₹1 Cr)
3624,38/4 EMC/ MIDH /GJ-203 ,2014-15,Gujarat,24,Navsari,453,NHM/HMNEH,,M/s Jai Ambe Ripening Chamber,"Village: Gholar, Ta: Chikli, Dist: Navsari",Completed,5.98,2.99,2014,0.5,Small (<₹1 Cr)
3625,38/4 EMC/ MIDH /GJ-250,2014-15,Gujarat,24,Navsari,453,NHM/HMNEH,,M/s Jai Ambe Ripening Chamber,"Village: Gholar, Ta: Chikli, Dist: Navsari",Completed,54.02,20.0,2014,0.3702332469455757,Small (<₹1 Cr)
3626,39/4 EMC/ MIDH /GJ-251,2014-15,Gujarat,24,Anand,440,NHM/HMNEH,,M/s JK Fruits & Vegetables,"ThamnaUmreth Road, Tamana, Distt. Anand",Completed,160.37,30.52,2014,0.19030990833697076,Medium (₹1-5 Cr)
3627,5/2 EMC/ MIDH /GJ-200,2014-15,Gujarat,24,Arvalli,672,NHM/HMNEH,,M/s Kuber Agri Cold Pvt. Ltd.,"Village Ramos, Taluka â€“ Dhansura, District Arvlli",Completed,24.0,8.4,2014,0.35000000000000003,Small (<₹1 Cr)
3628,19/2 EMC/ MIDH /GJ-247,2014-15,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s P. U. Fruit Cold Storage,"Ta. Deesa, District Banaskatha",Completed,242.0,52.8,2014,0.21818181818181817,Medium (₹1-5 Cr)
3629,10/3 EMC/ MIDH /GJ-248,2014-15,Gujarat,24,Junagadh,448,NHM/HMNEH,,M/s R. K. Cold storage with Ripening chamber,Village: Keshod District: Junagarh,Completed,40.0,14.0,2014,0.35,Small (<₹1 Cr)
3630,36/4 EMC/ MIDH /GJ-191,2014-15,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Shakti Vegetables & Fruits Storage,"Taluka:- Palanpur, Dist: Banashkantha",Completed,1361.37,194.65,2014,0.1429809677016535,Very Large (₹10-50 Cr)
3631,36/4 EMC/ MIDH /GJ-202,2014-15,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Shakti Vegetables & Fruits Storage,"Taluka:- Palanpur, Dist: Banashkantha",Completed,25.0,10.0,2014,0.4,Small (<₹1 Cr)
3632,36/4 EMC/ MIDH /GJ-249,2014-15,Gujarat,24,Banas Kantha,441,NHM/HMNEH,,M/s Shakti Vegetables & Fruits Storage,"Taluka:- Palanpur, Dist: Banashkantha",Completed,61.2,24.48,2014,0.39999999999999997,Small (<₹1 Cr)
3633,EC 25.09.07-HR-1,2007-08,Haryana,6,Yamunanagar,76,NHM/HMNEH,,Cold Store by private sector at Bilaspur,Bilaspur ,Completed,17.06,1.0,2007,0.0586166471277843,Small (<₹1 Cr)
3634,22/EMC-2/HR-2,2008-09,Haryana,6,Ambala,58,NHM/HMNEH,,M/s S. R. Cold Storage,Ambala,Completed,36.15,9.03,2008,0.24979253112033195,Small (<₹1 Cr)
3635,127/11-EMC/ HR-3,2010-11,Haryana,6,Sonipat,75,NHM/HMNEH,,M/s Balaji Agro Products,VPO Kundli,Completed,218.04,71.9,2010,0.32975600807191346,Medium (₹1-5 Cr)
3636,28/12-EMC/ HR-6,2011-12,Haryana,6,Kurukshetra,68,NHM/HMNEH,,M/s A R Agro,VPO Babain,Completed,271.5,99.79,2011,0.3675506445672192,Medium (₹1-5 Cr)
3637,27/12-EMC/ HR-6,2011-12,Haryana,6,Kurukshetra,68,NHM/HMNEH,,M/s D D Agro,VPO Ajrawar,Completed,298.8,120.0,2011,0.40160642570281124,Medium (₹1-5 Cr)
3638,29/12-EMC/ HR-7,2011-12,Haryana,6,Ambala,58,NHM/HMNEH,,"M/s Markanda Cold Storage and Ice Factory, Sh. Lekhraj",Village and Tehsil Saha,Completed,90.0,33.2,2011,0.36888888888888893,Small (<₹1 Cr)
3639,26/12-EMC/ HR-5,2011-12,Haryana,6,Sonipat,75,NHM/HMNEH,,M/s Santosh Argo Food Pvt. Ltd.,Vill. Kundli,Completed,380.0,120.0,2011,0.3157894736842105,Medium (₹1-5 Cr)
3640,25/12-EMC/ HR-4,2011-12,Haryana,6,Karnal,67,NHM/HMNEH,,M/s Today Fresh,Vill. Chirao,Completed,349.0,76.86,2011,0.2202292263610315,Medium (₹1-5 Cr)
